EMP_CNTY,RESULT,PERIOD,cfips,result,period,tot_workers,all_salary,avg_salary,decision_dur,naics4
13261,CERTIFIED,2016Q2,13261,CERTIFIED,2016Q2,1.0,32500.0,32500.0,7,6113
13261,CERTIFIED,2016Q4,13261,CERTIFIED,2016Q4,1.0,19676.0,19676.0,6,6113
13261,CERTIFIED,2017Q2,13261,CERTIFIED,2017Q2,2.0,48845.0,24422.0,6,6113
13261,CERTIFIED,2018Q1,13261,CERTIFIED,2018Q1,1.0,43775.0,43775.0,6,6113
13263,CERTIFIED,2016Q3,13263,CERTIFIED,2016Q3,1.0,27298.0,27298.0,7,6111
13267,CERTIFIED,2015Q1,13267,CERTIFIED,2015Q1,1.0,49000.0,49000.0,4,1151
13267,WITHDRAWN,2016Q3,13267,WITHDRAWN,2016Q3,1.0,25000.0,25000.0,5,1151
13275,CERT-WITHD,2015Q2,13275,CERT-WITHD,2015Q2,1.0,28500.0,28500.0,1062,6113
13275,CERTIFIED,2015Q1,13275,CERTIFIED,2015Q1,2.0,520000.0,260000.0,6,6221
13275,CERTIFIED,2015Q2,13275,CERTIFIED,2015Q2,1.0,240900.0,240900.0,6,6211
13275,CERTIFIED,2015Q3,13275,CERTIFIED,2015Q3,4.0,481800.0,240900.0,6,6211
13275,CERTIFIED,2015Q4,13275,CERTIFIED,2015Q4,1.0,52000.0,52000.0,7,4539
13275,CERTIFIED,2016Q2,13275,CERTIFIED,2016Q2,4.0,78129.0,19532.0,6,6111
13275,CERTIFIED,2017Q2,13275,CERTIFIED,2017Q2,2.0,127216.0,63608.0,5,6221
13275,CERTIFIED,2017Q3,13275,CERTIFIED,2017Q3,1.0,287500.0,287500.0,7,6211
13277,CERTIFIED,2015Q3,13277,CERTIFIED,2015Q3,1.0,41200.0,41200.0,6,6113
13277,CERTIFIED,2015Q4,13277,CERTIFIED,2015Q4,2.0,430000.0,215000.0,6,6221
13277,CERTIFIED,2016Q3,13277,CERTIFIED,2016Q3,1.0,23852.0,23852.0,6,6113
13277,CERTIFIED,2017Q1,13277,CERTIFIED,2017Q1,1.0,112500.0,112500.0,7,6221
13277,CERTIFIED,2017Q2,13277,CERTIFIED,2017Q2,2.0,65000.0,32500.0,4,6215
13277,CERTIFIED,2017Q3,13277,CERTIFIED,2017Q3,1.0,232500.0,232500.0,6,6221
13277,WITHDRAWN,2015Q4,13277,WITHDRAWN,2015Q4,1.0,240000.0,240000.0,0,6221
13277,WITHDRAWN,2017Q1,13277,WITHDRAWN,2017Q1,1.0,112500.0,112500.0,0,6221
13285,CERT-WITHD,2016Q4,13285,CERT-WITHD,2016Q4,1.0,39192.0,39192.0,4,3363
13285,CERT-WITHD,2017Q3,13285,CERT-WITHD,2017Q3,1.0,30000.0,30000.0,6,6215
13285,CERTIFIED,2015Q1,13285,CERTIFIED,2015Q1,1.0,120000.0,120000.0,4,6221
13285,CERTIFIED,2015Q2,13285,CERTIFIED,2015Q2,30.0,1451192.0,48373.0,5,3363
13285,CERTIFIED,2015Q3,13285,CERTIFIED,2015Q3,2.0,114343.0,57171.0,6,5171
13285,CERTIFIED,2015Q4,13285,CERTIFIED,2015Q4,2.0,112770.0,56385.0,5,5416
13285,CERTIFIED,2016Q1,13285,CERTIFIED,2016Q1,2.0,54500.0,27250.0,5,3252
13285,CERTIFIED,2016Q2,13285,CERTIFIED,2016Q2,19.0,532791.0,28041.0,6,3363
13285,CERTIFIED,2016Q3,13285,CERTIFIED,2016Q3,3.0,130675.0,43558.0,6,3362
13285,CERTIFIED,2016Q4,13285,CERTIFIED,2016Q4,3.0,76500.0,25500.0,5,3363
13285,CERTIFIED,2017Q1,13285,CERTIFIED,2017Q1,1.0,28000.0,28000.0,6,3363
13285,CERTIFIED,2017Q2,13285,CERTIFIED,2017Q2,12.0,400408.0,33367.0,5,3363
13285,DENIED,2015Q3,13285,DENIED,2015Q3,1.0,55702.0,55702.0,4,6219
13285,DENIED,2016Q2,13285,DENIED,2016Q2,1.0,21800.0,21800.0,5,3363
13285,WITHDRAWN,2015Q2,13285,WITHDRAWN,2015Q2,1.0,55000.0,55000.0,2,3363
13285,WITHDRAWN,2017Q1,13285,WITHDRAWN,2017Q1,1.0,28000.0,28000.0,0,3363
13285,WITHDRAWN,2017Q2,13285,WITHDRAWN,2017Q2,1.0,30000.0,30000.0,0,3363
13289,CERTIFIED,2015Q2,13289,CERTIFIED,2015Q2,1.0,75000.0,75000.0,4,5413
13289,CERTIFIED,2017Q3,13289,CERTIFIED,2017Q3,3.0,335483.0,111827.0,5,6221
13289,WITHDRAWN,2017Q3,13289,WITHDRAWN,2017Q3,1.0,150000.0,150000.0,3,6221
13291,CERTIFIED,2015Q4,13291,CERTIFIED,2015Q4,1.0,23600.0,23600.0,6,6113
13291,CERTIFIED,2017Q2,13291,CERTIFIED,2017Q2,3.0,82500.0,27500.0,5,5416
13291,CERTIFIED,2017Q3,13291,CERTIFIED,2017Q3,1.0,25000.0,25000.0,6,6113
13295,CERTIFIED,2016Q2,13295,CERTIFIED,2016Q2,1.0,22722.0,22722.0,6,6113
13295,CERTIFIED,2017Q2,13295,CERTIFIED,2017Q2,1.0,23499.0,23499.0,4,6113
13295,CERTIFIED,2018Q1,13295,CERTIFIED,2018Q1,1.0,43500.0,43500.0,5,8131
13299,CERTIFIED,2015Q3,13299,CERTIFIED,2015Q3,2.0,420000.0,210000.0,6,6214
13299,CERTIFIED,2016Q3,13299,CERTIFIED,2016Q3,1.0,117500.0,117500.0,6,6213
13299,CERTIFIED,2016Q4,13299,CERTIFIED,2016Q4,1.0,214600.0,214600.0,7,6221
13301,CERTIFIED,2016Q3,13301,CERTIFIED,2016Q3,1.0,35049.0,35049.0,6,6111
13303,CERT-WITHD,2015Q2,13303,CERT-WITHD,2015Q2,1.0,85000.0,85000.0,7,3261
13303,CERTIFIED,2015Q1,13303,CERTIFIED,2015Q1,1.0,53643.0,53643.0,6,6221
13303,CERTIFIED,2015Q2,13303,CERTIFIED,2015Q2,1.0,85000.0,85000.0,6,3261
13303,CERTIFIED,2015Q4,13303,CERTIFIED,2015Q4,1.0,44491.0,44491.0,7,6221
13303,CERTIFIED,2016Q2,13303,CERTIFIED,2016Q2,1.0,25667.0,25667.0,4,6221
13303,CERTIFIED,2017Q1,13303,CERTIFIED,2017Q1,1.0,21216.0,21216.0,6,6221
13303,CERTIFIED,2017Q2,13303,CERTIFIED,2017Q2,1.0,21216.0,21216.0,6,6221
13303,DENIED,2015Q4,13303,DENIED,2015Q4,1.0,44491.0,44491.0,2,6221
13303,DENIED,2017Q2,13303,DENIED,2017Q2,1.0,21216.0,21216.0,6,6221
13311,CERTIFIED,2017Q2,13311,CERTIFIED,2017Q2,1.0,28750.0,28750.0,7,3399
13313,CERT-WITHD,2016Q1,13313,CERT-WITHD,2016Q1,1.0,33529.0,33529.0,7,6213
13313,CERT-WITHD,2016Q3,13313,CERT-WITHD,2016Q3,1.0,34320.0,34320.0,4,6213
13313,CERT-WITHD,2016Q4,13313,CERT-WITHD,2016Q4,5.0,161064.0,32212.0,5,6213
13313,CERT-WITHD,2017Q4,13313,CERT-WITHD,2017Q4,1.0,31262.0,31262.0,6,6213
13313,CERTIFIED,2015Q1,13313,CERTIFIED,2015Q1,24.0,1025035.0,64064.0,6,6213
13313,CERTIFIED,2015Q2,13313,CERTIFIED,2015Q2,45.0,1675495.0,83774.0,6,6213
13313,CERTIFIED,2015Q3,13313,CERTIFIED,2015Q3,30.0,1927375.0,64245.0,5,6213
13313,CERTIFIED,2015Q4,13313,CERTIFIED,2015Q4,52.0,3517654.0,67647.0,5,6213
13313,CERTIFIED,2016Q1,13313,CERTIFIED,2016Q1,25.0,826331.0,33053.0,6,6213
13313,CERTIFIED,2016Q2,13313,CERTIFIED,2016Q2,51.0,1090228.0,35168.0,5,6213
13313,CERTIFIED,2016Q3,13313,CERTIFIED,2016Q3,14.0,821623.0,58687.0,6,6213
13313,CERTIFIED,2016Q4,13313,CERTIFIED,2016Q4,13.0,445712.0,34285.0,6,6213
13313,CERTIFIED,2017Q1,13313,CERTIFIED,2017Q1,14.0,417590.0,29827.0,6,6213
13313,CERTIFIED,2017Q2,13313,CERTIFIED,2017Q2,44.0,1364499.0,38985.0,5,6213
13313,CERTIFIED,2017Q3,13313,CERTIFIED,2017Q3,12.0,602931.0,50244.0,5,6213
13313,CERTIFIED,2017Q4,13313,CERTIFIED,2017Q4,6.0,233526.0,38921.0,5,6213
13313,CERTIFIED,2018Q1,13313,CERTIFIED,2018Q1,17.0,668855.0,39344.0,6,6213
13313,DENIED,2016Q1,13313,DENIED,2016Q1,1.0,31449.0,31449.0,2,6213
13313,DENIED,2016Q2,13313,DENIED,2016Q2,12.0,62440.0,31220.0,6,3259
13313,DENIED,2016Q3,13313,DENIED,2016Q3,2.0,25000.0,12500.0,4,7139
13313,DENIED,2017Q1,13313,DENIED,2017Q1,1.0,23920.0,23920.0,3,3231
13313,WITHDRAWN,2015Q1,13313,WITHDRAWN,2015Q1,1.0,66206.0,66206.0,0,6213
13313,WITHDRAWN,2017Q1,13313,WITHDRAWN,2017Q1,1.0,43000.0,43000.0,1,5415
13313,WITHDRAWN,2017Q2,13313,WITHDRAWN,2017Q2,1.0,100000.0,100000.0,1,3261
13313,WITHDRAWN,2017Q3,13313,WITHDRAWN,2017Q3,1.0,21500.0,21500.0,3,6241
13313,WITHDRAWN,2017Q4,13313,WITHDRAWN,2017Q4,1.0,52500.0,52500.0,0,3261
13317,CERTIFIED,2015Q2,13317,CERTIFIED,2015Q2,1.0,53810.0,53810.0,9,5611
13317,CERTIFIED,2016Q2,13317,CERTIFIED,2016Q2,1.0,26500.0,26500.0,7,5611
13317,CERTIFIED,2017Q2,13317,CERTIFIED,2017Q2,2.0,55421.0,27710.0,4,6221
13317,CERTIFIED,2017Q3,13317,CERTIFIED,2017Q3,2.0,46280.0,23140.0,6,6221
13319,CERT-WITHD,2016Q4,13319,CERT-WITHD,2016Q4,1.0,22590.0,22590.0,6,6113
13319,CERTIFIED,2015Q2,13319,CERTIFIED,2015Q2,1.0,40740.0,40740.0,4,6111
13319,CERTIFIED,2015Q3,13319,CERTIFIED,2015Q3,1.0,55170.0,55170.0,6,6113
13319,CERTIFIED,2016Q1,13319,CERTIFIED,2016Q1,2.0,56139.0,28069.0,6,6113
13319,CERTIFIED,2016Q2,13319,CERTIFIED,2016Q2,2.0,59085.0,29542.0,6,6113
13319,CERTIFIED,2016Q3,13319,CERTIFIED,2016Q3,1.0,28345.0,28345.0,4,6113
13319,CERTIFIED,2016Q4,13319,CERTIFIED,2016Q4,1.0,25261.0,25261.0,7,6113
13319,CERTIFIED,2017Q3,13319,CERTIFIED,2017Q3,3.0,85614.0,28538.0,6,6113
13319,CERTIFIED,2018Q1,13319,CERTIFIED,2018Q1,2.0,67117.0,33558.0,5,6113
13319,DENIED,2016Q1,13319,DENIED,2016Q1,1.0,28500.0,28500.0,4,6113
13319,WITHDRAWN,2018Q1,13319,WITHDRAWN,2018Q1,1.0,19999.0,19999.0,3,6113
15001,CERT-WITHD,2015Q1,15001,CERT-WITHD,2015Q1,1.0,110000.0,110000.0,127,1125
15001,CERT-WITHD,2017Q1,15001,CERT-WITHD,2017Q1,1.0,74000.0,74000.0,9,2382
15001,CERTIFIED,2015Q2,15001,CERTIFIED,2015Q2,10.0,890992.0,89099.0,6,6111
15001,CERTIFIED,2015Q3,15001,CERTIFIED,2015Q3,8.0,634324.0,79290.0,5,1113
15001,CERTIFIED,2015Q4,15001,CERTIFIED,2015Q4,4.0,326013.0,81503.0,5,6231
15001,CERTIFIED,2016Q1,15001,CERTIFIED,2016Q1,1.0,72500.0,72500.0,4,5419
15001,CERTIFIED,2016Q2,15001,CERTIFIED,2016Q2,9.0,213814.0,35635.0,5,5417
15001,CERTIFIED,2016Q3,15001,CERTIFIED,2016Q3,2.0,70998.0,35499.0,6,1125
15001,CERTIFIED,2016Q4,15001,CERTIFIED,2016Q4,1.0,125000.0,125000.0,7,4812
15001,CERTIFIED,2017Q1,15001,CERTIFIED,2017Q1,7.0,476889.0,68127.0,5,5112
15001,CERTIFIED,2017Q2,15001,CERTIFIED,2017Q2,14.0,502978.0,50297.0,5,5221
15001,CERTIFIED,2017Q3,15001,CERTIFIED,2017Q3,3.0,259500.0,86500.0,6,6221
15001,CERTIFIED,2017Q4,15001,CERTIFIED,2017Q4,3.0,201500.0,67166.0,5,5112
15001,CERTIFIED,2018Q1,15001,CERTIFIED,2018Q1,1.0,41000.0,41000.0,6,5417
15001,DENIED,2015Q3,15001,DENIED,2015Q3,1.0,70000.0,70000.0,1,1113
15001,DENIED,2015Q4,15001,DENIED,2015Q4,1.0,107786.0,107786.0,5,6221
15001,DENIED,2016Q2,15001,DENIED,2016Q2,3.0,36930.0,36930.0,4,5112
15001,DENIED,2016Q3,15001,DENIED,2016Q3,2.0,70998.0,35499.0,2,1125
15001,DENIED,2017Q1,15001,DENIED,2017Q1,2.0,129937.0,64968.0,3,6214
15001,DENIED,2017Q2,15001,DENIED,2017Q2,1.0,203500.0,203500.0,5,6221
15001,DENIED,2018Q1,15001,DENIED,2018Q1,2.0,50000.0,50000.0,5,7221
15003,CERT-WITHD,2015Q1,15003,CERT-WITHD,2015Q1,5.0,395372.0,79074.0,439,6113
15003,CERT-WITHD,2015Q2,15003,CERT-WITHD,2015Q2,20.0,1106981.0,55349.0,361,6113
15003,CERT-WITHD,2015Q3,15003,CERT-WITHD,2015Q3,11.0,875104.0,79554.0,372,6113
15003,CERT-WITHD,2015Q4,15003,CERT-WITHD,2015Q4,26.0,1557501.0,59903.0,419,5417
15003,CERT-WITHD,2016Q1,15003,CERT-WITHD,2016Q1,14.0,506408.0,36172.0,5,6113
15003,CERT-WITHD,2016Q2,15003,CERT-WITHD,2016Q2,18.0,701625.0,38979.0,5,6113
15003,CERT-WITHD,2016Q3,15003,CERT-WITHD,2016Q3,15.0,643223.0,42881.0,5,6113
15003,CERT-WITHD,2016Q4,15003,CERT-WITHD,2016Q4,22.0,919414.0,41791.0,6,6113
15003,CERT-WITHD,2017Q1,15003,CERT-WITHD,2017Q1,13.0,540478.0,41575.0,6,6113
15003,CERT-WITHD,2017Q2,15003,CERT-WITHD,2017Q2,5.0,130172.0,26034.0,5,5417
15003,CERT-WITHD,2017Q3,15003,CERT-WITHD,2017Q3,11.0,422326.0,38393.0,5,6113
15003,CERT-WITHD,2017Q4,15003,CERT-WITHD,2017Q4,12.0,390616.0,32551.0,5,6113
15003,CERT-WITHD,2018Q1,15003,CERT-WITHD,2018Q1,7.0,232618.0,33231.0,6,6113
15003,CERTIFIED,2015Q1,15003,CERTIFIED,2015Q1,39.0,2626151.0,67337.0,5,6113
15003,CERTIFIED,2015Q2,15003,CERTIFIED,2015Q2,121.0,7235282.0,60800.0,6,6113
15003,CERTIFIED,2015Q3,15003,CERTIFIED,2015Q3,76.0,7087865.0,93261.0,5,6113
15003,CERTIFIED,2015Q4,15003,CERTIFIED,2015Q4,55.0,4911944.0,89308.0,5,5417
15003,CERTIFIED,2016Q1,15003,CERTIFIED,2016Q1,28.0,1274423.0,45515.0,5,6113
15003,CERTIFIED,2016Q2,15003,CERTIFIED,2016Q2,132.0,4955479.0,38119.0,5,5413
15003,CERTIFIED,2016Q3,15003,CERTIFIED,2016Q3,67.0,4029873.0,60147.0,5,6113
15003,CERTIFIED,2016Q4,15003,CERTIFIED,2016Q4,48.0,2692983.0,56103.0,5,6113
15003,CERTIFIED,2017Q1,15003,CERTIFIED,2017Q1,37.0,1656525.0,44770.0,5,6113
15003,CERTIFIED,2017Q2,15003,CERTIFIED,2017Q2,132.0,5949725.0,45767.0,5,6113
15003,CERTIFIED,2017Q3,15003,CERTIFIED,2017Q3,39.0,1863639.0,50368.0,5,6113
15003,CERTIFIED,2017Q4,15003,CERTIFIED,2017Q4,32.0,1709005.0,53406.0,6,6113
15003,CERTIFIED,2018Q1,15003,CERTIFIED,2018Q1,50.0,2560464.0,54477.0,6,6113
15003,DENIED,2015Q1,15003,DENIED,2015Q1,10.0,862529.0,86252.0,4,6213
15003,DENIED,2015Q2,15003,DENIED,2015Q2,13.0,916532.0,76377.0,8,2361
15003,DENIED,2015Q3,15003,DENIED,2015Q3,14.0,477378.0,47737.0,6,2382
15003,DENIED,2015Q4,15003,DENIED,2015Q4,2.0,119740.0,59870.0,5,2211
15003,DENIED,2016Q1,15003,DENIED,2016Q1,1.0,41600.0,41600.0,2,5112
15003,DENIED,2016Q2,15003,DENIED,2016Q2,18.0,537765.0,31633.0,3,5413
15003,DENIED,2016Q3,15003,DENIED,2016Q3,5.0,176958.0,35391.0,3,5179
15003,DENIED,2016Q4,15003,DENIED,2016Q4,1.0,50000.0,50000.0,4,6213
15003,DENIED,2017Q1,15003,DENIED,2017Q1,6.0,487096.0,81182.0,3,6113
15003,DENIED,2017Q2,15003,DENIED,2017Q2,8.0,685853.0,85731.0,5,6113
15003,DENIED,2017Q3,15003,DENIED,2017Q3,5.0,424414.0,106103.0,5,6113
15003,DENIED,2017Q4,15003,DENIED,2017Q4,4.0,233274.0,58318.0,2,1129
15003,DENIED,2018Q1,15003,DENIED,2018Q1,1.0,19500.0,19500.0,1,5615
15003,WITHDRAWN,2015Q1,15003,WITHDRAWN,2015Q1,1.0,56825.0,56825.0,3,5417
15003,WITHDRAWN,2015Q3,15003,WITHDRAWN,2015Q3,3.0,174949.0,58316.0,2,8134
15003,WITHDRAWN,2015Q4,15003,WITHDRAWN,2015Q4,1.0,67516.0,67516.0,6,5417
15003,WITHDRAWN,2016Q1,15003,WITHDRAWN,2016Q1,4.0,224356.0,56089.0,1,5241
15003,WITHDRAWN,2016Q2,15003,WITHDRAWN,2016Q2,7.0,185986.0,30997.0,0,2361
15003,WITHDRAWN,2016Q3,15003,WITHDRAWN,2016Q3,2.0,165359.0,82679.0,2,6113
15003,WITHDRAWN,2016Q4,15003,WITHDRAWN,2016Q4,2.0,83380.0,41690.0,3,6113
15003,WITHDRAWN,2017Q2,15003,WITHDRAWN,2017Q2,8.0,288821.0,36102.0,0,6113
15003,WITHDRAWN,2017Q3,15003,WITHDRAWN,2017Q3,2.0,114340.0,57170.0,4,6113
15003,WITHDRAWN,2017Q4,15003,WITHDRAWN,2017Q4,1.0,50004.0,50004.0,1,6113
15007,CERTIFIED,2015Q2,15007,CERTIFIED,2015Q2,1.0,90438.0,90438.0,6,6216
15007,CERTIFIED,2015Q3,15007,CERTIFIED,2015Q3,1.0,45000.0,45000.0,6,5419
15007,CERTIFIED,2016Q3,15007,CERTIFIED,2016Q3,1.0,36119.0,36119.0,6,5413
15007,CERTIFIED,2017Q3,15007,CERTIFIED,2017Q3,1.0,22500.0,22500.0,4,5419
15007,DENIED,2015Q3,15007,DENIED,2015Q3,1.0,45000.0,45000.0,4,5419
15009,CERTIFIED,2015Q2,15009,CERTIFIED,2015Q2,7.0,566197.0,80885.0,6,5418
15009,CERTIFIED,2015Q3,15009,CERTIFIED,2015Q3,2.0,271050.0,135525.0,6,6214
15009,CERTIFIED,2016Q1,15009,CERTIFIED,2016Q1,1.0,34198.0,34198.0,6,7211
15009,CERTIFIED,2016Q2,15009,CERTIFIED,2016Q2,5.0,198419.0,39683.0,5,2379
15009,CERTIFIED,2016Q3,15009,CERTIFIED,2016Q3,1.0,46000.0,46000.0,4,5418
15009,CERTIFIED,2017Q2,15009,CERTIFIED,2017Q2,3.0,302976.0,100992.0,6,6214
15009,CERTIFIED,2017Q3,15009,CERTIFIED,2017Q3,3.0,106740.0,53370.0,6,2371
15009,DENIED,2015Q3,15009,DENIED,2015Q3,1.0,208000.0,208000.0,6,6214
15009,DENIED,2017Q2,15009,DENIED,2017Q2,4.0,165381.0,82690.0,6,2371
15009,DENIED,2017Q3,15009,DENIED,2017Q3,4.0,165381.0,82690.0,3,2371
15009,WITHDRAWN,2017Q1,15009,WITHDRAWN,2017Q1,1.0,78850.0,78850.0,0,7211
16001,CERT-WITHD,2015Q1,16001,CERT-WITHD,2015Q1,2.0,168994.0,84497.0,217,2213
16001,CERT-WITHD,2015Q2,16001,CERT-WITHD,2015Q2,1.0,21694.0,21694.0,33,5417
16001,CERT-WITHD,2015Q3,16001,CERT-WITHD,2015Q3,1.0,21694.0,21694.0,22,5417
16001,CERT-WITHD,2015Q4,16001,CERT-WITHD,2015Q4,5.0,361640.0,72328.0,226,6113
16001,CERT-WITHD,2016Q1,16001,CERT-WITHD,2016Q1,4.0,93960.0,23490.0,5,6113
16001,CERT-WITHD,2016Q2,16001,CERT-WITHD,2016Q2,2.0,138301.0,69150.0,6,5413
16001,CERT-WITHD,2016Q4,16001,CERT-WITHD,2016Q4,5.0,110638.0,22127.0,6,6113
16001,CERT-WITHD,2017Q1,16001,CERT-WITHD,2017Q1,2.0,50452.0,25226.0,7,6113
16001,CERT-WITHD,2017Q2,16001,CERT-WITHD,2017Q2,1.0,22506.0,22506.0,6,6113
16001,CERT-WITHD,2017Q3,16001,CERT-WITHD,2017Q3,1.0,39406.0,39406.0,6,6113
16001,CERT-WITHD,2017Q4,16001,CERT-WITHD,2017Q4,4.0,139452.0,34863.0,5,6113
16001,CERTIFIED,2015Q1,16001,CERTIFIED,2015Q1,8.0,992415.0,124051.0,6,6113
16001,CERTIFIED,2015Q2,16001,CERTIFIED,2015Q2,44.0,3738899.0,84974.0,6,3344
16001,CERTIFIED,2015Q3,16001,CERTIFIED,2015Q3,14.0,941598.0,78466.0,5,5415
16001,CERTIFIED,2015Q4,16001,CERTIFIED,2015Q4,14.0,1434416.0,102458.0,5,6113
16001,CERTIFIED,2016Q1,16001,CERTIFIED,2016Q1,12.0,466046.0,38837.0,5,6113
16001,CERTIFIED,2016Q2,16001,CERTIFIED,2016Q2,35.0,1397967.0,39941.0,5,3344
16001,CERTIFIED,2016Q3,16001,CERTIFIED,2016Q3,8.0,338333.0,42291.0,5,6113
16001,CERTIFIED,2016Q4,16001,CERTIFIED,2016Q4,11.0,418678.0,38061.0,5,5191
16001,CERTIFIED,2017Q1,16001,CERTIFIED,2017Q1,7.0,353356.0,50479.0,6,6113
16001,CERTIFIED,2017Q2,16001,CERTIFIED,2017Q2,28.0,1270070.0,45359.0,6,5191
16001,CERTIFIED,2017Q3,16001,CERTIFIED,2017Q3,10.0,484951.0,48495.0,5,6113
16001,CERTIFIED,2017Q4,16001,CERTIFIED,2017Q4,6.0,301915.0,50319.0,6,6113
16001,CERTIFIED,2018Q1,16001,CERTIFIED,2018Q1,14.0,842393.0,60170.0,5,6113
16001,DENIED,2015Q2,16001,DENIED,2015Q2,6.0,83658.0,41829.0,9,5416
16001,DENIED,2015Q3,16001,DENIED,2015Q3,1.0,60000.0,60000.0,7,5417
16001,DENIED,2015Q4,16001,DENIED,2015Q4,1.0,133000.0,133000.0,5,5191
16001,DENIED,2016Q4,16001,DENIED,2016Q4,1.0,24315.0,24315.0,5,6215
16001,DENIED,2017Q2,16001,DENIED,2017Q2,2.0,129501.0,64750.0,5,5415
16001,DENIED,2017Q3,16001,DENIED,2017Q3,2.0,28000.0,14000.0,6,6111
16001,DENIED,2017Q4,16001,DENIED,2017Q4,1.0,27500.0,27500.0,2,5415
16001,WITHDRAWN,2015Q1,16001,WITHDRAWN,2015Q1,1.0,95113.0,95113.0,0,5241
16001,WITHDRAWN,2015Q2,16001,WITHDRAWN,2015Q2,3.0,107364.0,35788.0,59,5222
16001,WITHDRAWN,2015Q3,16001,WITHDRAWN,2015Q3,7.0,209552.0,69850.0,204,4541
16001,WITHDRAWN,2015Q4,16001,WITHDRAWN,2015Q4,2.0,111350.0,55675.0,464,4541
16001,WITHDRAWN,2016Q1,16001,WITHDRAWN,2016Q1,1.0,25000.0,25000.0,6,5415
16001,WITHDRAWN,2016Q3,16001,WITHDRAWN,2016Q3,2.0,113677.0,56838.0,616,4541
16001,WITHDRAWN,2017Q2,16001,WITHDRAWN,2017Q2,1.0,65000.0,65000.0,484,4541
16001,WITHDRAWN,2017Q4,16001,WITHDRAWN,2017Q4,1.0,78000.0,78000.0,862,4541
16001,WITHDRAWN,2018Q1,16001,WITHDRAWN,2018Q1,1.0,26500.0,26500.0,5,6113
16005,CERT-WITHD,2015Q1,16005,CERT-WITHD,2015Q1,1.0,52250.0,52250.0,257,3344
16005,CERTIFIED,2015Q1,16005,CERTIFIED,2015Q1,4.0,387573.0,96893.0,5,6113
16005,CERTIFIED,2015Q2,16005,CERTIFIED,2015Q2,14.0,638579.0,49121.0,5,3344
16005,CERTIFIED,2015Q3,16005,CERTIFIED,2015Q3,6.0,286342.0,47723.0,5,6113
16005,CERTIFIED,2015Q4,16005,CERTIFIED,2015Q4,1.0,191360.0,191360.0,7,6113
16005,CERTIFIED,2016Q1,16005,CERTIFIED,2016Q1,2.0,71500.0,35750.0,7,6113
16005,CERTIFIED,2016Q2,16005,CERTIFIED,2016Q2,3.0,76908.0,25636.0,4,5241
16005,CERTIFIED,2016Q3,16005,CERTIFIED,2016Q3,9.0,264442.0,29382.0,5,6113
16005,CERTIFIED,2016Q4,16005,CERTIFIED,2016Q4,7.0,236327.0,33761.0,5,6113
16005,CERTIFIED,2017Q2,16005,CERTIFIED,2017Q2,19.0,733323.0,38595.0,5,3344
16005,CERTIFIED,2017Q3,16005,CERTIFIED,2017Q3,2.0,53610.0,26805.0,5,6113
16005,CERTIFIED,2017Q4,16005,CERTIFIED,2017Q4,1.0,18213.0,18213.0,6,6113
16005,CERTIFIED,2018Q1,16005,CERTIFIED,2018Q1,2.0,50399.0,25199.0,6,6113
16005,DENIED,2015Q1,16005,DENIED,2015Q1,2.0,145900.0,72950.0,6,6113
16005,DENIED,2016Q2,16005,DENIED,2016Q2,1.0,44178.0,44178.0,2,6222
16005,DENIED,2016Q4,16005,DENIED,2016Q4,3.0,102500.0,34166.0,2,6113
16005,DENIED,2017Q2,16005,DENIED,2017Q2,1.0,20800.0,20800.0,1,3342
16005,DENIED,2017Q4,16005,DENIED,2017Q4,1.0,18220.0,18220.0,5,6113
16005,WITHDRAWN,2017Q2,16005,WITHDRAWN,2017Q2,1.0,50000.0,50000.0,4,3353
16009,CERTIFIED,2017Q1,16009,CERTIFIED,2017Q1,1.0,57200.0,57200.0,7,9211
16011,CERTIFIED,2015Q2,16011,CERTIFIED,2015Q2,6.0,359340.0,59890.0,6,3254
16011,CERTIFIED,2015Q3,16011,CERTIFIED,2015Q3,5.0,606276.0,121255.0,6,3254
16011,CERTIFIED,2016Q1,16011,CERTIFIED,2016Q1,2.0,90000.0,45000.0,5,5241
16011,CERTIFIED,2016Q2,16011,CERTIFIED,2016Q2,4.0,141350.0,35337.0,6,3254
16011,CERTIFIED,2016Q3,16011,CERTIFIED,2016Q3,1.0,37600.0,37600.0,6,3254
16011,CERTIFIED,2016Q4,16011,CERTIFIED,2016Q4,1.0,37500.0,37500.0,6,3254
16011,CERTIFIED,2017Q2,16011,CERTIFIED,2017Q2,13.0,396440.0,30495.0,5,3254
16011,CERTIFIED,2017Q3,16011,CERTIFIED,2017Q3,3.0,97520.0,32506.0,6,3254
16011,CERTIFIED,2017Q4,16011,CERTIFIED,2017Q4,2.0,107440.0,53720.0,6,3254
16011,CERTIFIED,2018Q1,16011,CERTIFIED,2018Q1,2.0,135000.0,67500.0,4,3254
16011,DENIED,2015Q3,16011,DENIED,2015Q3,1.0,262000.0,262000.0,5,6221
16011,DENIED,2017Q3,16011,DENIED,2017Q3,1.0,37440.0,37440.0,7,3323
16011,DENIED,2017Q4,16011,DENIED,2017Q4,1.0,37440.0,37440.0,2,3323
16011,WITHDRAWN,2017Q3,16011,WITHDRAWN,2017Q3,1.0,37544.0,37544.0,2,6221
16013,CERT-WITHD,2015Q3,16013,CERT-WITHD,2015Q3,1.0,312000.0,312000.0,259,5239
